default,account_check_status,duration_in_month,credit_history,purpose,credit_amount,savings,present_emp_since,installment_as_income_perc,sex,personal_status,other_debtors,present_res_since,property,age,other_installment_plans,housing,credits_this_bank,job,people_under_maintenance,telephone,foreign_worker
0,< 0 DM,12,existing credits paid back duly till now,radio/television,1289,... < 100 DM,1 <= ... < 4 years,4,male,single,guarantor,1,if not A121 : building society savings agreement/ life insurance,21,none,own,1,unskilled - resident,1,none,yes
1,< 0 DM,18,existing credits paid back duly till now,repairs,1217,... < 100 DM,1 <= ... < 4 years,4,male,married,none,3,real estate,47,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes
1,< 0 DM,12,critical account/ other credits existing (not at this bank),radio/television,2246,... < 100 DM,.. >= 7 years,3,male,single,none,3,if not A121 : building society savings agreement/ life insurance,60,none,own,2,skilled employee / official,1,none,yes
0,< 0 DM,12,critical account/ other credits existing (not at this bank),domestic appliances,385,... < 100 DM,4 <= ... < 7 years,4,female,divorced,none,3,real estate,58,none,own,4,unskilled - resident,1,"yes, registered under the customers name",yes
0,0 <= ... < 200 DM,24,delay in paying off in the past,car (new),1965,unknown/ no savings account,1 <= ... < 4 years,4,female,divorced,none,4,"if not A121/A122 : car or other, not in attribute 6",42,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes
0,no checking account,21,existing credits paid back duly till now,business,1572,.. >= 1000 DM,.. >= 7 years,4,female,divorced,none,4,real estate,36,bank,own,1,unskilled - resident,1,none,yes
1,0 <= ... < 200 DM,24,existing credits paid back duly till now,car (new),2718,... < 100 DM,1 <= ... < 4 years,3,female,divorced,none,4,if not A121 : building society savings agreement/ life insurance,20,none,rent,1,unskilled - resident,1,"yes, registered under the customers name",yes
1,< 0 DM,24,all credits at this bank paid back duly,furniture/equipment,1358,unknown/ no savings account,.. >= 7 years,4,male,single,none,3,"if not A121/A122 : car or other, not in attribute 6",40,stores,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
1,0 <= ... < 200 DM,6,all credits at this bank paid back duly,car (new),931,100 <= ... < 500 DM,... < 1 year,1,female,divorced,none,1,if not A121 : building society savings agreement/ life insurance,32,stores,own,1,unskilled - resident,1,none,yes
1,< 0 DM,24,existing credits paid back duly till now,car (new),1442,... < 100 DM,4 <= ... < 7 years,4,female,divorced,none,4,"if not A121/A122 : car or other, not in attribute 6",23,none,rent,2,skilled employee / official,1,none,yes
1,0 <= ... < 200 DM,24,no credits taken/ all credits paid back duly,business,4241,... < 100 DM,1 <= ... < 4 years,1,male,single,none,4,real estate,36,none,own,3,unskilled - resident,1,"yes, registered under the customers name",yes
1,no checking account,18,critical account/ other credits existing (not at this bank),car (new),2775,... < 100 DM,4 <= ... < 7 years,2,male,single,none,2,if not A121 : building society savings agreement/ life insurance,31,bank,own,2,skilled employee / official,1,none,yes
0,no checking account,24,delay in paying off in the past,business,3863,... < 100 DM,1 <= ... < 4 years,1,male,single,none,2,unknown / no property,32,none,for free,1,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,7,existing credits paid back duly till now,domestic appliances,2329,... < 100 DM,... < 1 year,1,female,divorced,guarantor,1,real estate,45,none,own,1,skilled employee / official,1,none,yes
1,0 <= ... < 200 DM,9,existing credits paid back duly till now,radio/television,918,... < 100 DM,1 <= ... < 4 years,4,female,divorced,none,1,if not A121 : building society savings agreement/ life insurance,30,none,own,1,skilled employee / official,1,none,yes
1,0 <= ... < 200 DM,24,all credits at this bank paid back duly,(vacation - does not exist?),1837,... < 100 DM,4 <= ... < 7 years,4,female,divorced,none,4,unknown / no property,34,bank,for free,1,unskilled - resident,1,none,yes
1,no checking account,36,existing credits paid back duly till now,radio/television,3349,... < 100 DM,1 <= ... < 4 years,4,female,divorced,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
0,>= 200 DM / salary assignments for at least 1 year,10,existing credits paid back duly till now,radio/television,1275,... < 100 DM,... < 1 year,4,female,divorced,none,2,if not A121 : building society savings agreement/ life insurance,23,none,own,1,skilled employee / official,1,none,yes
0,< 0 DM,24,all credits at this bank paid back duly,radio/television,2828,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male,single,none,4,real estate,22,stores,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
0,no checking account,24,critical account/ other credits existing (not at this bank),business,4526,... < 100 DM,1 <= ... < 4 years,3,male,single,none,2,real estate,74,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
1,0 <= ... < 200 DM,36,existing credits paid back duly till now,domestic appliances,2671,100 <= ... < 500 DM,1 <= ... < 4 years,4,female,divorced,co-applicant,4,unknown / no property,50,none,for free,1,skilled employee / official,1,none,yes
0,no checking account,18,existing credits paid back duly till now,domestic appliances,2051,... < 100 DM,... < 1 year,4,male,single,none,1,real estate,33,none,own,1,skilled employee / official,1,none,yes
0,no checking account,15,existing credits paid back duly till now,car (used),1300,unknown/ no savings account,.. >= 7 years,4,male,single,none,4,unknown / no property,45,bank,for free,1,skilled employee / official,2,none,yes
1,< 0 DM,12,existing credits paid back duly till now,repairs,741,100 <= ... < 500 DM,unemployed,4,female,divorced,none,3,if not A121 : building society savings agreement/ life insurance,22,none,own,1,skilled employee / official,1,none,yes
1,>= 200 DM / salary assignments for at least 1 year,10,existing credits paid back duly till now,car (new),1240,100 <= ... < 500 DM,.. >= 7 years,1,female,divorced,none,4,unknown / no property,48,none,for free,1,unskilled - resident,2,none,yes
0,< 0 DM,21,existing credits paid back duly till now,domestic appliances,3357,.. >= 1000 DM,... < 1 year,4,female,divorced,none,2,"if not A121/A122 : car or other, not in attribute 6",29,bank,own,1,skilled employee / official,1,none,yes
0,< 0 DM,24,all credits at this bank paid back duly,car (used),3632,... < 100 DM,1 <= ... < 4 years,1,female,divorced,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",22,bank,rent,1,skilled employee / official,1,none,no
1,no checking account,18,delay in paying off in the past,radio/television,1808,... < 100 DM,4 <= ... < 7 years,4,female,divorced,none,1,real estate,22,none,own,1,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,48,no credits taken/ all credits paid back duly,business,12204,unknown/ no savings account,1 <= ... < 4 years,2,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",48,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
0,0 <= ... < 200 DM,60,delay in paying off in the past,domestic appliances,9157,unknown/ no savings account,1 <= ... < 4 years,2,male,single,none,2,unknown / no property,27,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes
0,< 0 DM,6,critical account/ other credits existing (not at this bank),car (new),3676,... < 100 DM,1 <= ... < 4 years,1,male,single,none,3,real estate,37,none,rent,3,skilled employee / official,2,none,yes
1,0 <= ... < 200 DM,30,existing credits paid back duly till now,radio/television,3441,100 <= ... < 500 DM,1 <= ... < 4 years,2,female,divorced,co-applicant,4,"if not A121/A122 : car or other, not in attribute 6",21,none,rent,1,skilled employee / official,1,none,yes
0,no checking account,12,existing credits paid back duly till now,car (new),640,... < 100 DM,1 <= ... < 4 years,4,male,divorced,none,2,real estate,49,none,own,1,unskilled - resident,1,none,yes
0,0 <= ... < 200 DM,21,critical account/ other credits existing (not at this bank),business,3652,... < 100 DM,4 <= ... < 7 years,2,male,single,none,3,if not A121 : building society savings agreement/ life insurance,27,none,own,2,skilled employee / official,1,none,yes
1,no checking account,18,critical account/ other credits existing (not at this bank),car (new),1530,... < 100 DM,1 <= ... < 4 years,3,male,single,none,2,if not A121 : building society savings agreement/ life insurance,32,bank,own,2,skilled employee / official,1,none,yes
1,no checking account,48,existing credits paid back duly till now,business,3914,unknown/ no savings account,1 <= ... < 4 years,4,male,divorced,none,2,real estate,38,bank,own,1,skilled employee / official,1,none,yes
0,< 0 DM,12,existing credits paid back duly till now,radio/television,1858,... < 100 DM,... < 1 year,4,female,divorced,none,1,"if not A121/A122 : car or other, not in attribute 6",22,none,rent,1,skilled employee / official,1,none,yes
1,< 0 DM,18,existing credits paid back duly till now,domestic appliances,2600,... < 100 DM,1 <= ... < 4 years,4,male,single,none,4,unknown / no property,65,none,for free,2,skilled employee / official,1,none,yes
0,no checking account,15,existing credits paid back duly till now,domestic appliances,1979,unknown/ no savings account,.. >= 7 years,4,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",35,none,own,1,skilled employee / official,1,none,yes
0,>= 200 DM / salary assignments for at least 1 year,6,existing credits paid back duly till now,radio/television,2116,... < 100 DM,1 <= ... < 4 years,2,male,single,none,2,real estate,41,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
1,0 <= ... < 200 DM,9,all credits at this bank paid back duly,car (new),1437,100 <= ... < 500 DM,4 <= ... < 7 years,2,male,single,none,3,unknown / no property,29,none,own,1,skilled employee / official,1,none,yes
0,no checking account,42,critical account/ other credits existing (not at this bank),radio/television,4042,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male,single,none,4,real estate,36,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
0,no checking account,9,existing credits paid back duly till now,(vacation - does not exist?),3832,unknown/ no savings account,.. >= 7 years,1,male,single,none,4,real estate,64,none,own,1,unskilled - resident,1,none,yes
0,< 0 DM,24,existing credits paid back duly till now,domestic appliances,3660,... < 100 DM,1 <= ... < 4 years,2,female,divorced,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,skilled employee / official,1,none,yes
1,< 0 DM,18,all credits at this bank paid back duly,radio/television,1553,... < 100 DM,1 <= ... < 4 years,4,male,single,none,3,"if not A121/A122 : car or other, not in attribute 6",44,bank,own,1,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,15,existing credits paid back duly till now,domestic appliances,1444,unknown/ no savings account,... < 1 year,4,male,single,none,1,if not A121 : building society savings agreement/ life insurance,23,none,own,1,skilled employee / official,1,none,yes
1,no checking account,9,existing credits paid back duly till now,radio/television,1980,... < 100 DM,... < 1 year,2,female,divorced,co-applicant,2,"if not A121/A122 : car or other, not in attribute 6",19,none,rent,2,skilled employee / official,1,none,yes
1,0 <= ... < 200 DM,24,existing credits paid back duly till now,car (new),1355,... < 100 DM,... < 1 year,3,female,divorced,none,4,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes
0,no checking account,12,existing credits paid back duly till now,(vacation - does not exist?),1393,... < 100 DM,.. >= 7 years,4,male,single,none,4,if not A121 : building society savings agreement/ life insurance,47,bank,own,3,skilled employee / official,2,"yes, registered under the customers name",yes
