TypeOfDewelling,BldgType,AbvGrndLivArea,Neighborhood,KitchenQual,NumGarageCars,YearBuilt,YearRemodAdd,ExterQual,LotArea,LotShape,Fireplaces,NumBathroom,Basement1Type,Basement1SurfaceArea,Basement2Type,Basement2SurfaceArea,TotalBasementArea,GarageArea,1stFlrArea,2ndFlrArea,Utilities,OverallQual,SalePrice
2-STORY 1946 & NEWER,OneFam,1683,Sawyer,Average,2,1978,1978,Average,11184,Regular,1,2,LowQuality,226,AverageRecRoom,500,918,440,918,765,AllUtilitiesAvl,6,172500
1-STORY 1946 & NEWER ALL STYLES,OneFam,1068,Sawyer,Average,1,1963,2003,Average,8414,Regular,0,1,GoodLivingQuarters,663,Unfinshed,0,1059,264,1068,0,AllUtilitiesAvl,6,154500
1-STORY 1946 & NEWER ALL STYLES,OneFam,1383,Sawyer,Average,1,1954,1954,Average,13284,Regular,1,1,BelowAverageLivingQuarters,1064,Unfinshed,0,1383,354,1383,0,AllUtilitiesAvl,5,165000
DUPLEX - ALL STYLES AND AGES,Duplex,1535,SawyerW,Average,2,1979,1979,Average,7018,Regular,0,2,,0,,0,0,400,1535,0,AllUtilitiesAvl,5,118858
2-STORY 1946 & NEWER,OneFam,1796,NAmes,Average,2,1963,1963,Average,7056,Regular,1,1,BelowAverageLivingQuarters,400,Unfinshed,0,780,483,983,813,AllUtilitiesAvl,6,140000
1-STORY 1945 & OLDER,OneFam,951,IDOTRR,Average,1,1936,1950,Average,8765,Regular,0,1,AverageLivingQuarters,285,Unfinshed,0,951,327,951,0,AllUtilitiesAvl,4,106500
DUPLEX - ALL STYLES AND AGES,Duplex,2240,SawyerW,Average,2,1979,1979,Average,7018,Regular,0,2,,0,,0,0,528,1120,1120,AllUtilitiesAvl,5,142953
1-STORY 1946 & NEWER ALL STYLES,OneFam,2364,NridgHt,Excellent,3,2009,2010,Excellent,12919,SlightlyIrregular,2,2,GoodLivingQuarters,2188,Unfinshed,0,2330,820,2364,0,AllUtilitiesAvl,9,611657
1-STORY 1946 & NEWER ALL STYLES,OneFam,1236,Sawyer,Average,1,1961,1994,Average,6993,Regular,1,1,BelowAverageLivingQuarters,465,Unfinshed,0,912,288,1236,0,AllUtilitiesAvl,5,135000
1-STORY 1946 & NEWER ALL STYLES,OneFam,858,NAmes,Average,1,1971,1971,Average,7340,SlightlyIrregular,0,1,AverageLivingQuarters,322,Unfinshed,0,858,684,858,0,AllUtilitiesAvl,4,110000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1306,NAmes,Average,1,1957,2000,Average,8712,SlightlyIrregular,0,1,BelowAverageLivingQuarters,860,Unfinshed,0,992,756,1306,0,AllUtilitiesAvl,5,153000
2-STORY 1946 & NEWER,OneFam,1509,Gilbert,Good,2,2003,2003,Good,7875,Regular,1,2,Unfinshed,0,Unfinshed,0,783,393,807,702,AllUtilitiesAvl,7,180000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1670,Gilbert,Good,3,2006,2006,Good,14859,SlightlyIrregular,1,2,Unfinshed,0,Unfinshed,0,1670,690,1670,0,AllUtilitiesAvl,7,240000
1-STORY 1946 & NEWER ALL STYLES,OneFam,902,Sawyer,Average,1,1967,1967,Average,6173,SlightlyIrregular,0,1,GoodLivingQuarters,599,Unfinshed,0,876,288,902,0,AllUtilitiesAvl,5,125500
1-STORY 1946 & NEWER ALL STYLES,OneFam,1063,NAmes,Average,1,1954,1954,Average,9920,Regular,0,1,AverageRecRoom,354,LowQuality,290,1056,280,1063,0,AllUtilitiesAvl,5,128000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1636,Somerst,Good,3,2006,2006,Good,13501,SlightlyIrregular,1,2,GoodLivingQuarters,63,Unfinshed,0,1623,865,1636,0,AllUtilitiesAvl,8,255000
1-1/2 STORY FINISHED ALL AGES,OneFam,2057,Crawfor,Good,1,1936,1987,Good,11500,SlightlyIrregular,1,1,AverageRecRoom,223,Unfinshed,0,1017,180,1020,1037,AllUtilitiesAvl,7,250000
1-STORY 1946 & NEWER ALL STYLES,OneFam,902,Mitchel,Average,2,1983,1983,Average,8885,SlightlyIrregular,0,1,BelowAverageLivingQuarters,301,AverageLivingQuarters,324,864,484,902,0,AllUtilitiesAvl,5,131000
2-STORY 1946 & NEWER,OneFam,1484,Gilbert,Good,2,2005,2005,Good,12589,ModeratelyIrregular,1,2,Unfinshed,0,Unfinshed,0,742,390,742,742,AllUtilitiesAvl,6,174000
DUPLEX - ALL STYLES AND AGES,Duplex,2274,NAmes,Average,2,1960,1960,Average,11600,Regular,0,2,AverageRecRoom,443,Unfinshed,0,1105,480,1105,1169,AllUtilitiesAvl,5,154300
1-STORY 1946 & NEWER ALL STYLES,OneFam,1268,CollgCr,Good,1,1977,1989,Average,9286,SlightlyIrregular,0,1,AverageLivingQuarters,196,Unfinshed,0,1268,252,1268,0,AllUtilitiesAvl,5,143500
1-STORY 1945 & OLDER,OneFam,1015,BrkSide,Average,1,1925,1950,Average,6120,Regular,0,1,AverageRecRoom,489,Unfinshed,0,768,450,1015,0,AllUtilitiesAvl,5,88000
DUPLEX - ALL STYLES AND AGES,Duplex,2002,Crawfor,Average,3,1949,1950,Average,6270,Regular,0,2,BelowAverageLivingQuarters,284,Unfinshed,0,1001,871,1001,1001,AllUtilitiesAvl,5,145000
2-STORY PUD - 1946 & NEWER,TownhouseEndUnit,1224,Somerst,Good,2,2009,2009,Good,3000,Regular,0,2,GoodLivingQuarters,294,Unfinshed,0,612,528,612,612,AllUtilitiesAvl,6,173733
2-STORY PUD - 1946 & NEWER,Twnhs,1092,MeadowV,Average,1,1970,1970,Average,2001,Regular,0,1,Unfinshed,0,Unfinshed,0,546,286,546,546,AllUtilitiesAvl,4,75000
1-STORY 1946 & NEWER ALL STYLES,OneFam,480,IDOTRR,Average,1,1949,1950,Average,9000,Regular,0,0,BelowAverageLivingQuarters,50,Unfinshed,0,480,308,480,0,AllUtilitiesAvl,2,35311
1-STORY 1946 & NEWER ALL STYLES,OneFam,1229,Edwards,Average,1,1956,1956,Average,17140,Regular,0,1,AverageLivingQuarters,1059,Unfinshed,0,1134,284,1229,0,AllUtilitiesAvl,4,135000
2-STORY 1946 & NEWER,OneFam,2127,SawyerW,Good,3,1991,1991,Good,13125,SlightlyIrregular,1,2,BelowAverageLivingQuarters,48,GoodLivingQuarters,634,1104,833,912,1215,AllUtilitiesAvl,7,238000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1414,NAmes,Average,2,1958,2002,Excellent,11029,SlightlyIrregular,1,1,AverageLivingQuarters,528,BelowAverageLivingQuarters,411,1184,601,1414,0,AllUtilitiesAvl,6,176500
2-STORY 1946 & NEWER,OneFam,1721,SawyerW,Good,2,1994,1994,Good,8462,SlightlyIrregular,0,2,GoodLivingQuarters,814,Unfinshed,0,928,471,936,785,AllUtilitiesAvl,6,201000
DUPLEX - ALL STYLES AND AGES,Duplex,2200,Edwards,Average,0,1900,2003,Average,8777,Regular,0,2,AverageLivingQuarters,1084,Unfinshed,0,1272,0,1272,928,AllUtilitiesAvl,5,145900
1-STORY 1946 & NEWER ALL STYLES,OneFam,1316,Gilbert,Good,2,2005,2006,Good,10237,Regular,1,2,GoodLivingQuarters,28,Unfinshed,0,1316,397,1316,0,AllUtilitiesAvl,6,169990
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,TownhouseEndUnit,1617,SawyerW,Good,2,1993,1994,Good,8012,Regular,1,2,LowQuality,165,GoodLivingQuarters,841,1604,533,1617,0,AllUtilitiesAvl,6,193000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1686,NWAmes,Average,2,1980,1980,Average,10240,Regular,1,2,BelowAverageLivingQuarters,625,LowQuality,1061,1686,612,1686,0,AllUtilitiesAvl,6,207500
1-STORY 1946 & NEWER ALL STYLES,OneFam,1126,NWAmes,Excellent,2,1977,1977,Average,15611,SlightlyIrregular,0,2,AverageLivingQuarters,767,LowQuality,93,1126,540,1126,0,AllUtilitiesAvl,5,175000
2-STORY 1946 & NEWER,OneFam,2374,NridgHt,Excellent,3,2003,2004,Good,11999,Regular,1,2,Unfinshed,0,Unfinshed,0,1181,656,1234,1140,AllUtilitiesAvl,8,285000
2-STORY 1946 & NEWER,OneFam,1978,NWAmes,Average,2,1968,1968,Average,9900,Regular,1,2,BelowAverageLivingQuarters,552,Unfinshed,0,832,486,1098,880,AllUtilitiesAvl,7,176000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1788,CollgCr,Excellent,2,2001,2001,Good,11838,Regular,1,2,Unfinshed,0,Unfinshed,0,1753,522,1788,0,AllUtilitiesAvl,8,236500
2-STORY 1946 & NEWER,OneFam,2236,Gilbert,Good,2,1997,1997,Average,13006,SlightlyIrregular,1,2,Unfinshed,0,Unfinshed,0,964,642,993,1243,AllUtilitiesAvl,7,222000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1466,Timber,Good,3,2007,2007,Good,8925,SlightlyIrregular,0,2,GoodLivingQuarters,16,Unfinshed,0,1466,610,1466,0,AllUtilitiesAvl,8,201000
1-STORY 1946 & NEWER ALL STYLES,OneFam,925,NAmes,Average,1,1965,1965,Average,9100,Regular,0,1,BelowAverageLivingQuarters,338,AverageRecRoom,466,925,429,925,0,AllUtilitiesAvl,5,117500
1-STORY 1946 & NEWER ALL STYLES,OneFam,1905,Somerst,Excellent,3,2006,2006,Excellent,11670,SlightlyIrregular,1,2,Unfinshed,0,Unfinshed,0,1905,788,1905,0,AllUtilitiesAvl,9,320000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1500,CollgCr,Good,2,2004,2004,Good,8487,Regular,0,2,GoodLivingQuarters,20,Unfinshed,0,1500,570,1500,0,AllUtilitiesAvl,7,190000
1-STORY 1946 & NEWER ALL STYLES,OneFam,2069,NAmes,Good,2,1960,2007,Average,27650,ModeratelyIrregular,1,2,GoodLivingQuarters,425,Unfinshed,0,585,505,2069,0,AllUtilitiesAvl,7,242000
1-STORY 1945 & OLDER,OneFam,747,BrkSide,Average,2,1926,1953,Average,5825,SlightlyIrregular,0,1,Unfinshed,0,Unfinshed,0,600,528,747,0,AllUtilitiesAvl,4,79900
1-STORY 1946 & NEWER ALL STYLES,OneFam,1200,SawyerW,Good,2,2003,2003,Good,10083,Regular,0,2,GoodLivingQuarters,833,Unfinshed,0,1176,555,1200,0,AllUtilitiesAvl,7,184900
2-STORY 1946 & NEWER,OneFam,1971,Somerst,Good,2,2005,2005,Good,9675,Regular,1,2,GoodLivingQuarters,341,Unfinshed,0,1113,689,1113,858,AllUtilitiesAvl,7,253000
2-STORY 1946 & NEWER,OneFam,1962,CollgCr,Good,3,2006,2006,Good,8760,Regular,0,2,GoodLivingQuarters,464,Unfinshed,0,1391,868,1391,571,AllUtilitiesAvl,7,239799
2-STORY 1945 & OLDER,OneFam,2403,ClearCr,Average,1,1940,1950,Average,24090,Regular,2,2,Unfinshed,0,Unfinshed,0,1032,349,1207,1196,AllUtilitiesAvl,7,244400
DUPLEX - ALL STYLES AND AGES,Duplex,1728,Mitchel,Average,2,1976,1976,Average,12640,SlightlyIrregular,0,2,AverageRecRoom,936,LowQuality,396,1728,574,1728,0,AllUtilitiesAvl,6,150900
2-STORY 1946 & NEWER,OneFam,2060,Gilbert,Good,2,1999,1999,Good,8755,SlightlyIrregular,1,2,AverageLivingQuarters,772,Unfinshed,0,992,390,1022,1038,AllUtilitiesAvl,7,214000
DUPLEX - ALL STYLES AND AGES,Duplex,1440,Edwards,Average,0,1977,1977,Average,7711,SlightlyIrregular,0,2,GoodLivingQuarters,1440,Unfinshed,0,1440,0,1440,0,AllUtilitiesAvl,4,150000
DUPLEX - ALL STYLES AND AGES,Duplex,1632,Mitchel,Average,2,1967,1967,Average,25000,Regular,0,2,Unfinshed,0,Unfinshed,0,1632,576,1632,0,AllUtilitiesAvl,5,143000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1344,Timber,Good,2,1958,1958,Average,14375,SlightlyIrregular,1,1,GoodLivingQuarters,111,AverageRecRoom,354,819,525,1344,0,NoSepticTank,6,137500
1-1/2 STORY FINISHED ALL AGES,OneFam,1869,OldTown,Average,2,1890,1996,Average,8820,Regular,0,1,LowQuality,1088,Unfinshed,0,1088,456,1188,561,AllUtilitiesAvl,5,124900
SPLIT OR MULTI-LEVEL,OneFam,1144,NAmes,Average,1,1959,1959,Average,8163,Regular,1,1,AverageLivingQuarters,748,BelowAverageLivingQuarters,294,1144,796,1144,0,AllUtilitiesAvl,5,143000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1629,Timber,Good,3,2002,2003,Good,14536,Regular,1,2,GoodLivingQuarters,1300,Unfinshed,0,1616,808,1629,0,AllUtilitiesAvl,8,270000
2-STORY 1946 & NEWER,OneFam,1776,CollgCr,Good,2,2002,2002,Good,14006,SlightlyIrregular,1,2,Unfinshed,0,Unfinshed,0,936,474,936,840,AllUtilitiesAvl,7,192500
1-STORY 1946 & NEWER ALL STYLES,OneFam,1381,NWAmes,Good,2,1972,2006,Average,9360,Regular,1,1,AverageLivingQuarters,982,Unfinshed,0,1161,676,1381,0,AllUtilitiesAvl,6,197500
1-STORY 1946 & NEWER ALL STYLES,OneFam,864,NAmes,Good,2,1950,2002,Average,7200,Regular,0,1,AverageLivingQuarters,398,BelowAverageLivingQuarters,149,864,720,864,0,AllUtilitiesAvl,5,129000
1-STORY 1946 & NEWER ALL STYLES,OneFam,965,SawyerW,Average,1,1965,1965,Average,7800,Regular,0,1,BelowAverageLivingQuarters,641,Unfinshed,0,828,300,965,0,AllUtilitiesAvl,5,119900
SPLIT FOYER,OneFam,768,CollgCr,Average,1,1972,2003,Average,7200,Regular,0,1,GoodLivingQuarters,660,Unfinshed,0,768,396,768,0,AllUtilitiesAvl,5,133900
2-STORY 1946 & NEWER,OneFam,1968,Mitchel,Average,2,1969,1969,Average,11075,SlightlyIrregular,1,2,AverageLivingQuarters,562,LowQuality,193,784,530,1168,800,AllUtilitiesAvl,5,172000
DUPLEX - ALL STYLES AND AGES,Duplex,980,Edwards,Average,0,1975,1975,Average,9400,SlightlyIrregular,0,2,GoodLivingQuarters,945,Unfinshed,0,945,0,980,0,AllUtilitiesAvl,6,127500
DUPLEX - ALL STYLES AND AGES,Duplex,1958,Crawfor,Average,2,1946,1950,Average,7136,SlightlyIrregular,0,2,AverageRecRoom,484,Unfinshed,0,979,492,979,979,AllUtilitiesAvl,6,145000
2-STORY PUD - 1946 & NEWER,TownhouseEndUnit,1229,Blueste,Average,2,1980,1980,Average,1300,Regular,1,1,AverageLivingQuarters,285,Unfinshed,0,561,462,561,668,AllUtilitiesAvl,6,124000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1057,Sawyer,Average,2,1962,1962,Average,7420,Regular,0,1,AverageRecRoom,417,Unfinshed,0,1057,576,1057,0,AllUtilitiesAvl,5,132000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1337,CollgCr,Good,2,2003,2003,Good,8450,Regular,0,2,GoodLivingQuarters,699,Unfinshed,0,1337,531,1337,0,AllUtilitiesAvl,7,185000
2-STORY PUD - 1946 & NEWER,Twnhs,1416,Somerst,Good,2,1999,1999,Good,2572,Regular,0,2,AverageLivingQuarters,604,Unfinshed,0,696,484,696,720,AllUtilitiesAvl,7,155000
1-STORY 1946 & NEWER ALL STYLES,OneFam,858,BrkSide,Average,0,1958,2008,Average,7207,SlightlyIrregular,0,1,BelowAverageLivingQuarters,696,Unfinshed,0,858,0,858,0,AllUtilitiesAvl,5,116500
2-STORY 1946 & NEWER,OneFam,2872,NWAmes,Average,2,1977,1995,Average,12227,SlightlyIrregular,1,2,AverageLivingQuarters,896,Unfinshed,0,1330,619,1542,1330,AllUtilitiesAvl,6,272000
2-STORY PUD - 1946 & NEWER,TownhouseEndUnit,1548,NPkVill,Good,2,1976,1976,Average,2308,Regular,1,2,AverageLivingQuarters,556,Unfinshed,0,804,440,804,744,AllUtilitiesAvl,6,155000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1800,CollgCr,Excellent,2,2007,2007,Good,11923,SlightlyIrregular,0,2,Unfinshed,0,Unfinshed,0,1800,702,1800,0,AllUtilitiesAvl,9,239000
2-STORY 1946 & NEWER,OneFam,1894,Timber,Good,2,2002,2003,Good,11316,Regular,1,2,GoodLivingQuarters,624,Unfinshed,0,817,510,824,1070,AllUtilitiesAvl,7,214900
2-STORY 1946 & NEWER,OneFam,1484,Gilbert,Good,2,2005,2007,Good,10237,Regular,1,2,Unfinshed,0,Unfinshed,0,783,393,783,701,AllUtilitiesAvl,6,178900
1-1/2 STORY FINISHED ALL AGES,OneFam,1308,Crawfor,Average,1,1940,1950,Good,9600,SlightlyIrregular,2,1,AverageRecRoom,428,Unfinshed,0,728,256,976,332,AllUtilitiesAvl,5,160000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1098,NAmes,Average,1,1955,1955,Average,7390,SlightlyIrregular,0,1,AverageLivingQuarters,902,Unfinshed,0,1098,260,1098,0,AllUtilitiesAvl,5,135000
1-1/2 STORY FINISHED ALL AGES,OneFam,968,OldTown,Average,0,1910,1950,Average,5925,Regular,0,1,Unfinshed,0,Unfinshed,0,600,0,600,368,AllUtilitiesAvl,3,37900
2 FAMILY CONVERSION - ALL STYLES AND AGES,2fmCon,1095,NAmes,Average,1,1958,1958,Average,10382,Regular,0,1,AverageLivingQuarters,513,Unfinshed,0,588,264,1095,0,AllUtilitiesAvl,6,140000
1-1/2 STORY FINISHED ALL AGES,OneFam,1192,NAmes,Average,0,1949,1950,Average,10800,Regular,0,1,Unfinshed,0,Unfinshed,0,720,0,720,472,AllUtilitiesAvl,4,135000
2-STORY PUD - 1946 & NEWER,Twnhs,1626,NridgHt,Good,2,2003,2004,Good,2268,Regular,0,2,GoodLivingQuarters,567,Unfinshed,0,764,474,764,862,AllUtilitiesAvl,7,173000
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,TownhouseEndUnit,918,SawyerW,Average,1,1979,1979,Average,7892,Regular,1,2,Unfinshed,0,Unfinshed,0,918,264,918,0,AllUtilitiesAvl,6,99500
1-STORY 1946 & NEWER ALL STYLES,OneFam,1428,Somerst,Good,2,2007,2008,Good,11639,Regular,0,2,Unfinshed,0,Unfinshed,0,1428,480,1428,0,AllUtilitiesAvl,7,182000
2-STORY 1945 & OLDER,OneFam,2019,BrkSide,Good,2,1910,1993,Average,11414,SlightlyIrregular,0,1,Unfinshed,0,Unfinshed,0,728,532,1136,883,AllUtilitiesAvl,7,167500
2-STORY PUD - 1946 & NEWER,Twnhs,1382,Somerst,Good,2,2000,2000,Good,2651,Regular,0,2,GoodLivingQuarters,641,Unfinshed,0,673,490,673,709,AllUtilitiesAvl,7,165000
1-STORY 1945 & OLDER,OneFam,869,BrkSide,Fair,0,1923,1958,Average,5900,SlightlyIrregular,0,1,Unfinshed,0,Unfinshed,0,440,0,869,0,AllUtilitiesAvl,4,85500
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,TownhouseEndUnit,1241,Somerst,Good,2,2006,2007,Good,4274,SlightlyIrregular,0,1,GoodLivingQuarters,1106,Unfinshed,0,1241,569,1241,0,AllUtilitiesAvl,7,199900
1-STORY 1946 & NEWER ALL STYLES,OneFam,894,Edwards,Average,2,1954,1954,Average,9450,Regular,0,1,LowQuality,552,Unfinshed,0,894,400,894,0,AllUtilitiesAvl,4,110000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1121,Sawyer,Average,2,1963,1963,Average,8816,Regular,0,1,AverageRecRoom,651,Unfinshed,0,1121,480,1121,0,AllUtilitiesAvl,5,139000
SPLIT FOYER,OneFam,999,NAmes,Excellent,2,1961,2007,Excellent,12122,SlightlyIrregular,0,1,AverageLivingQuarters,867,Unfinshed,0,944,588,999,0,AllUtilitiesAvl,7,178400
2-STORY 1946 & NEWER,OneFam,2612,NoRidge,Good,3,1998,1999,Good,12203,SlightlyIrregular,1,2,GoodLivingQuarters,854,Unfinshed,0,1225,676,1276,1336,AllUtilitiesAvl,8,336000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1266,Blmngtn,Good,2,2007,2007,Good,3182,Regular,1,2,Unfinshed,0,Unfinshed,0,1266,388,1266,0,AllUtilitiesAvl,7,159895
2-STORY 1946 & NEWER,OneFam,2290,CollgCr,Good,2,2002,2002,Good,11250,Regular,1,2,Unfinshed,0,Unfinshed,0,1128,779,1149,1141,AllUtilitiesAvl,8,255900
DUPLEX - ALL STYLES AND AGES,Duplex,1734,Mitchel,Good,2,1977,1977,Average,10125,Regular,0,2,,0,,0,0,539,1302,432,AllUtilitiesAvl,5,126000
2 FAMILY CONVERSION - ALL STYLES AND AGES,2fmCon,1164,Edwards,Average,1,1950,1950,Average,10880,Regular,0,1,AverageLivingQuarters,1040,Unfinshed,0,1164,240,1164,0,AllUtilitiesAvl,5,125000
1-1/2 STORY FINISHED ALL AGES,OneFam,1635,OldTown,Good,1,1910,2003,Average,5310,Regular,0,1,Unfinshed,0,Unfinshed,0,485,255,1001,634,AllUtilitiesAvl,6,117000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1940,NridgHt,Excellent,3,2009,2010,Excellent,10159,SlightlyIrregular,1,2,GoodLivingQuarters,1646,Unfinshed,0,1930,606,1940,0,AllUtilitiesAvl,9,395192
2-STORY 1946 & NEWER,OneFam,2030,NWAmes,Good,2,1976,1976,Average,12046,SlightlyIrregular,1,2,LowQuality,156,Unfinshed,0,848,551,1118,912,AllUtilitiesAvl,6,195000
2-STORY 1946 & NEWER,OneFam,1576,Somerst,Good,2,2006,2006,Good,8125,Regular,0,2,Unfinshed,0,Unfinshed,0,770,614,778,798,AllUtilitiesAvl,7,197000
2-STORY 1946 & NEWER,OneFam,2392,NoRidge,Good,3,1997,1998,Good,9452,Regular,1,2,GoodLivingQuarters,1074,Unfinshed,0,1396,870,1407,985,AllUtilitiesAvl,8,348000
2-STORY 1945 & OLDER,OneFam,1742,OldTown,Good,2,1882,1986,Good,17671,Regular,1,1,BelowAverageLivingQuarters,216,Unfinshed,0,916,424,916,826,AllUtilitiesAvl,8,168000
2-STORY 1946 & NEWER,OneFam,1851,NAmes,Good,2,1964,1993,Average,9760,Regular,1,2,BelowAverageLivingQuarters,536,AverageRecRoom,117,822,440,1020,831,AllUtilitiesAvl,6,187000
2-STORY 1946 & NEWER,OneFam,1500,CollgCr,Good,2,2005,2006,Average,8846,Regular,0,2,Unfinshed,0,Unfinshed,0,750,564,750,750,AllUtilitiesAvl,6,173900
1-STORY 1946 & NEWER ALL STYLES,OneFam,1718,NridgHt,Excellent,3,2006,2007,Excellent,12456,Regular,1,2,GoodLivingQuarters,1172,Unfinshed,0,1700,786,1718,0,AllUtilitiesAvl,10,337500
1-1/2 STORY FINISHED ALL AGES,OneFam,1230,BrkSide,Average,1,1946,1950,Average,4712,SlightlyIrregular,0,1,AverageLivingQuarters,384,Unfinshed,0,747,305,774,456,AllUtilitiesAvl,4,121600
1-STORY 1946 & NEWER ALL STYLES,OneFam,1050,NAmes,Average,1,1961,1961,Average,10659,SlightlyIrregular,0,1,AverageRecRoom,915,Unfinshed,0,1050,368,1050,0,AllUtilitiesAvl,5,136500
1-STORY 1946 & NEWER ALL STYLES,OneFam,1442,NWAmes,Average,2,1970,1970,Average,11717,SlightlyIrregular,1,2,Unfinshed,0,Unfinshed,0,1442,615,1442,0,AllUtilitiesAvl,6,185000
1-STORY 1945 & OLDER,OneFam,1077,IDOTRR,Average,1,1922,1950,Average,9786,Regular,1,1,Unfinshed,0,Unfinshed,0,1007,210,1077,0,AllUtilitiesAvl,3,91000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1208,CollgCr,Good,2,2006,2006,Good,6762,Regular,0,2,GoodLivingQuarters,686,Unfinshed,0,1187,632,1208,0,AllUtilitiesAvl,7,206000
1-STORY 1946 & NEWER ALL STYLES,OneFam,944,Edwards,Fair,2,1952,1952,Average,10206,Regular,0,1,,0,,0,0,528,944,0,AllUtilitiesAvl,3,82000
1-STORY 1945 & OLDER,OneFam,691,OldTown,Excellent,1,1920,1950,Average,5400,Regular,0,1,Unfinshed,0,Unfinshed,0,691,216,691,0,AllUtilitiesAvl,5,86000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1574,Somerst,Good,3,2006,2006,Good,11957,SlightlyIrregular,1,2,GoodLivingQuarters,24,Unfinshed,0,1574,824,1574,0,AllUtilitiesAvl,8,232000
DUPLEX - ALL STYLES AND AGES,Duplex,1680,NWAmes,Average,2,1976,1976,Average,11500,SlightlyIrregular,0,2,Unfinshed,0,Unfinshed,0,1680,528,1680,0,AllUtilitiesAvl,5,136905
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,TownhouseEndUnit,1504,Blmngtn,Good,2,2005,2006,Good,3182,Regular,1,2,GoodLivingQuarters,16,Unfinshed,0,1346,457,1504,0,AllUtilitiesAvl,7,181000
SPLIT OR MULTI-LEVEL,OneFam,985,CollgCr,Average,1,1977,1977,Good,8385,Regular,0,2,GoodLivingQuarters,595,Unfinshed,0,985,328,985,0,AllUtilitiesAvl,5,149900
1-STORY 1946 & NEWER ALL STYLES,OneFam,1657,NAmes,Average,2,1970,1970,Average,12155,Irregular,1,2,LowQuality,1237,Unfinshed,0,1657,484,1657,0,AllUtilitiesAvl,6,163500
2-STORY PUD - 1946 & NEWER,TownhouseEndUnit,1092,MeadowV,Average,1,1970,1970,Average,2217,Regular,0,1,BelowAverageLivingQuarters,273,LowQuality,273,546,286,546,546,AllUtilitiesAvl,4,88000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1710,Mitchel,Good,2,2004,2005,Good,12118,SlightlyIrregular,1,2,Unfinshed,0,Unfinshed,0,1710,550,1710,0,AllUtilitiesAvl,7,240000
1-1/2 STORY FINISHED ALL AGES,OneFam,1522,SWISU,Average,0,1926,1950,Average,6000,Regular,0,2,Unfinshed,0,Unfinshed,0,1008,0,1008,0,AllUtilitiesAvl,5,102000
1-1/2 STORY FINISHED ALL AGES,OneFam,1271,Sawyer,Average,1,1948,1950,Average,21286,Regular,1,2,Unfinshed,0,Unfinshed,0,720,312,720,551,AllUtilitiesAvl,5,135000
DUPLEX - ALL STYLES AND AGES,Duplex,1664,Edwards,Average,0,1965,1965,Average,9825,Regular,0,2,,0,,0,0,0,1664,0,AllUtilitiesAvl,5,100000
2-STORY 1945 & OLDER,OneFam,1502,Crawfor,Good,1,1923,1996,Average,10592,Regular,2,1,Unfinshed,0,Unfinshed,0,602,180,900,602,AllUtilitiesAvl,6,165000
1-STORY 1945 & OLDER,OneFam,1022,OldTown,Average,1,1910,2006,Average,7200,Regular,0,1,AverageLivingQuarters,247,AverageRecRoom,465,1022,280,1022,0,AllUtilitiesAvl,5,85000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1082,NAmes,Average,1,1948,1950,Average,11664,Regular,1,1,BelowAverageLivingQuarters,336,Unfinshed,0,1082,240,1082,0,AllUtilitiesAvl,6,119200
2-STORY 1946 & NEWER,OneFam,1665,NWAmes,Good,2,2001,2001,Good,8400,Regular,0,2,GoodLivingQuarters,643,Unfinshed,0,810,528,810,855,AllUtilitiesAvl,8,227000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1504,CollgCr,Good,2,1996,1996,Good,11883,Regular,1,2,GoodLivingQuarters,690,Unfinshed,0,1504,478,1504,0,AllUtilitiesAvl,7,203000
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,TownhouseEndUnit,1360,StoneBr,Good,2,1984,1984,Good,5814,SlightlyIrregular,1,1,GoodLivingQuarters,1036,Unfinshed,0,1220,565,1360,0,AllUtilitiesAvl,8,187500
